reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID11302	10499|vfid|49419|vsiid|70256|ssid|RecName:_Full=Serine_protease_splB;_EC=3.4.21.-;_Flags:_Precursor;_	723	10499	49419	70256	RecName:_Full=Serine_protease_splB;_EC=3.4.21.-;_Flags:_Precursor;_		Serine_protease_splB		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q53781"" target=""_blank"">Q53781</a>"	Q53781	RecName: Full=Serine protease splB; EC=3.4.21.-; Flags: Precursor; |Name=splB;	protein toxin	RecName: Full=Serine protease splB; EC=3.4.21.-; Flags: Precursor; 		Oct 3 2010 07:52AM	virulence factor	Yes	Yes	723	896	722	0.998617860000002	418330	244735.7624400963	5391944.727404723	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1737	117	179.1766045899331	3884.602482388461	247.82379611332385	5372.894166512393
ID07944	7717|vfid|48452|vsiid|69289|ssid|unnamed_protein_product_[Staphylococcus_aureus_subsp._aureus_COL]	993	7717	48452	69289	unnamed_protein_product_[Staphylococcus_aureus_subsp._aureus_COL]	Staphylococcus_aureus_subsp._aureus_COL			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=46588"" target=""_blank"">46588</a>"	CAA31769.1	CAA31769|beta-hemolysin|CAA31769	protein toxin	unnamed protein product [Staphylococcus aureus subsp. aureus COL]		Jan 28 2010 02:47PM	virulence factor	Yes	Yes	993	1017	992	0.9989933700000062	569067	242399.02911327168	5340462.521390771	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2333	131	240.65573892246056	5217.4885385217485	242.3522043529311	5254.268417443856
ID08289	7505|vfid|8897|vsiid|10815|ssid|similar_to_ferrichrome_ABC_transporter_permease_[Staphylococcus_aureus_subsp._aureus_Mu50]	957	7505	8897	10815	similar_to_ferrichrome_ABC_transporter_permease_[Staphylococcus_aureus_subsp._aureus_Mu50]	Staphylococcus_aureus_subsp._aureus_Mu50			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15923724"" target=""_blank"">15923724</a>"	NP_371258.1	NP_371258|SASa0734	virulence protein	similar to ferrichrome ABC transporter permease [Staphylococcus aureus subsp. aureus Mu50]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	957	922	956	0.9989543100000072	547420	241949.899080474	5330567.423559061	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2239	92	230.9593653867935	5007.268254500727	241.3368499339535	5232.255229363351
ID17113	7715|vfid|49124|vsiid|69961|ssid|hypothetical_protein_MW0265_[Staphylococcus_aureus_subsp._aureus_MW2]	315	7715	49124	69961	hypothetical_protein_MW0265_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281994"" target=""_blank"">21281994</a>"	NP_645082.1	NP_645082|hypothetical protein|NP_645082	virulence protein	hypothetical protein MW0265 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 03:05PM	virulence factor	Yes	Yes	315	763	314	0.9968249300000026	179127	240528.87577668388	5299259.865423721	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	772	205	79.63404648441472	1726.489992172649	252.80649677591973	5480.920610071901
ID11315	10501|vfid|49421|vsiid|70258|ssid|RecName:_Full=Serine_protease_splC;_EC=3.4.21.-;_Flags:_Precursor;_	720	10501	49421	70258	RecName:_Full=Serine_protease_splC;_EC=3.4.21.-;_Flags:_Precursor;_		Serine_protease_splC		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q53782"" target=""_blank"">Q53782</a>"	Q53782	RecName: Full=Serine protease splC; EC=3.4.21.-; Flags: Precursor; |Name=splC;	protein toxin	RecName: Full=Serine protease splC; EC=3.4.21.-; Flags: Precursor; 		Oct 2 2010 09:53PM	virulence factor	Yes	Yes	720	776	719	0.9986115099999976	402108	236225.5886416048	5204451.137238039	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1674	146	172.67797126283713	3743.710164374371	239.8305156428293	5199.59745051996
ID08460	3044|vfid|3782|vsiid|4344|ssid|two-component_and_hetero-oligomeric_pore-forming_cytolytic_toxins	936	3044	3782	4344	two-component_and_hetero-oligomeric_pore-forming_cytolytic_toxins				"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR>"	"<a href=""none"" target=""_blank"">BAB47174</a>"	lukNS 	BAB47174 lukNS |BAB47174 lukNS 	protein toxin	two-component and hetero-oligomeric pore-forming cytolytic toxins	two-component and hetero-oligomeric pore-forming cytolytic toxins	Jan 6 2010 05:09PM	virulence factor	Yes	Yes	936	848	935	0.99893231	513374	231992.9267821948	5111198.403889274	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2087	47	215.2801230738	4667.337582466734	230.00013148910247	4986.471776139673
ID01086	2694|vfid|47903|vsiid|68740|ssid|hypothetical_protein_MW2420_[Staphylococcus_aureus_subsp._aureus_MW2]	2832	2694	47903	68740	hypothetical_protein_MW2420_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21284149"" target=""_blank"">21284149</a>"	NP_647237.1	NP_647237|ORFID:MW2420~fibronectin-binding protein homolog|NP_647237	virulence protein	hypothetical protein MW2420 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	2832	1427	2221	0.7842511330000056	1544458	230674.4938383841	5082151.085716655	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	6788	429	700.2019527671077	15180.58816951806	247.2464522482725	5360.377178502139
ID04689	2711|vfid|47934|vsiid|68771|ssid|capsular_polysaccharide_synthesis_enzyme_Cap8I_[Staphylococcus_aureus_subsp._aureus_MW2]	1395	2711	47934	68771	capsular_polysaccharide_synthesis_enzyme_Cap8I_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281861"" target=""_blank"">21281861</a>"	NP_644947.1	NP_644947|capsular polysaccharide synthesis enzyme Cap8I|NP_644947	virulence protein	capsular polysaccharide synthesis enzyme Cap8I [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	1395	641	1394	0.9992828599999988	738926	224049.2338442041	4936185.349703521	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	3013	81	310.79971769111603	6738.231018673823	222.7954965527713	4830.273131665823
ID13539	2703|vfid|3146|vsiid|3699|ssid|truncated_capsular_polysaccharide_synthesis_enzyme_Cap5A_[Staphylococcus_aureus_subsp._aureus_MW2]	516	2703	3146	3699	truncated_capsular_polysaccharide_synthesis_enzyme_Cap5A_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281853"" target=""_blank"">21281853</a>"	NP_644939.1	NP_644939|truncated capsular polysaccharide synthesis enzyme Cap5A|NP_644939	virulence protein	truncated capsular polysaccharide synthesis enzyme Cap5A [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	516	918	515	0.9980605599999997	270222	221507.1376655897	4880178.651090396	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1125	143	116.04702369814322	2515.9342502515933	224.8973327483396	4875.841570255026
ID05204	3089|vfid|32471|vsiid|53294|ssid|accessory_regulator_protein	1293	3089	32471	53294	accessory_regulator_protein				"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR>"	"<a href=""none"" target=""_blank"">SACOL2025</a>"	agrC 	SACOL2025 agrC |YP_186844	transcription factor	accessory regulator protein	accessory regulator of agrA, a transcriptional regulator of virulence genes	Jan 6 2010 05:09PM	virulence factor	Yes	Yes	1293	981	1292	0.9992265499999946	667792	218453.70252387712	4812906.286199059	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2729	105	281.504291264207	6103.0973946103095	217.71406903650967	4720.106260332799
ID15685	7710|vfid|9319|vsiid|11266|ssid|hypothetical_protein_MW0264_[Staphylococcus_aureus_subsp._aureus_MW2]	393	7710	9319	11266	hypothetical_protein_MW0264_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281993"" target=""_blank"">21281993</a>"	NP_645081.1	NP_645081|hypothetical protein|NP_645081	virulence protein	hypothetical protein MW0264 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 03:05PM	virulence factor	Yes	Yes	393	814	392	0.9974557399999968	196242	211210.8059209149	4653332.96614111	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	823	164	84.89484489206389	1840.5456781840544	216.0174170281524	4683.322336346195
ID09010	7553|vfid|8993|vsiid|10911|ssid|hypothetical_protein_MW1015_[Staphylococcus_aureus_subsp._aureus_MW2]	879	7553	8993	10911	hypothetical_protein_MW1015_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282744"" target=""_blank"">21282744</a>"	NP_645832.1	NP_645832|SASd1015|ORFID:MW1015~hypothetical protein, similar to ferrichrome ABC transporter	virulence protein	hypothetical protein MW1015 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:33PM	virulence factor	Yes	Yes	879	892	878	0.9988630000000066	434484	209074.77387076383	4606272.550305077	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1785	109	184.12794426772052	3991.949010399195	209.47433932618952	4541.466450966092
ID12262	7526|vfid|8939|vsiid|10857|ssid|hypothetical_protein_SAV0125_[Staphylococcus_aureus_subsp._aureus_Mu50]	627	7526	8939	10857	hypothetical_protein_SAV0125_[Staphylococcus_aureus_subsp._aureus_Mu50]	Staphylococcus_aureus_subsp._aureus_Mu50			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15923115"" target=""_blank"">15923115</a>"	NP_370649.1	NP_370649|SASa0125	virulence protein	hypothetical protein SAV0125 [Staphylococcus aureus subsp. aureus Mu50]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	627	778	626	0.9984059899999964	307258	207277.60467363457	4566677.858952655	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1287	219	132.75779511067586	2878.228782287823	211.73492043169992	4590.476526774837
ID07361	2697|vfid|47912|vsiid|68749|ssid|intercellular_adhesion_protein_C_[Staphylococcus_aureus_subsp._aureus_MW2]	1053	2697	47912	68749	intercellular_adhesion_protein_C_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21284318"" target=""_blank"">21284318</a>"	NP_647406.1	NP_647406|intercellular adhesion protein C|NP_647406	virulence protein	intercellular adhesion protein C [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	1053	708	1052	0.999050643999999	513920	206435.2563098344	4548119.493090852	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2099	129	216.5179579932468	4694.174214469417	205.62009306101308	4457.905236913027
ID07939	7536|vfid|8959|vsiid|10877|ssid|lipoprotein_[Staphylococcus_aureus_subsp._aureus_N315]	993	7536	8959	10877	lipoprotein_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15925819"" target=""_blank"">15925819</a>"	NP_373352.1	NP_373352|SAS0113	virulence protein	lipoprotein [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	993	854	992	0.9989935200000042	480999	204885.6999341985	4513980.132965783	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1962	56	202.3860093295618	4387.789332438779	203.81269821708136	4418.720375064228
ID09129	2696|vfid|3132|vsiid|3678|ssid|intercellular_adhesion_protein_B_[Staphylococcus_aureus_subsp._aureus_MW2]	873	2696	3132	3678	intercellular_adhesion_protein_B_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21284317"" target=""_blank"">21284317</a>"	NP_647405.1	NP_647405|intercellular adhesion protein B|NP_647405	virulence protein	intercellular adhesion protein B [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	873	732	872	0.9988556100000032	421414	204179.17207617548	4498414.123646796	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1747	151	180.2081336894722	3906.966342390697	206.4239790257413	4475.333725533444
ID10384	7556|vfid|8999|vsiid|10917|ssid|ferrichrome_transport_ATP-binding_protein_[Staphylococcus_aureus_subsp._aureus_N315]	798	7556	8999	10917	ferrichrome_transport_ATP-binding_protein_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15926324"" target=""_blank"">15926324</a>"	NP_373857.1	NP_373857|SAS0618	virulence protein	ferrichrome transport ATP-binding protein [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:39AM	virulence factor	Yes	Yes	798	771	797	0.9987467700000038	381445	202183.5221452051	4454446.564448433	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1583	87	163.29105645703177	3540.19903835402	204.62538403136813	4436.339647060176
ID14447	7711|vfid|49117|vsiid|69954|ssid|hypothetical_protein_MW0260_[Staphylococcus_aureus_subsp._aureus_MW2]	459	7711	49117	69954	hypothetical_protein_MW0260_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281989"" target=""_blank"">21281989</a>"	NP_645075.1	NP_645075|hypothetical protein|NP_645075	virulence protein	hypothetical protein MW0260 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 03:05PM	virulence factor	Yes	Yes	459	766	458	0.9978216999999948	218270	201139.8332076352	4431452.323607322	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	932	158	96.13851207703956	2084.3117522084312	209.4520960284086	4540.984209604425
ID03160	12042|vfid|50708|vsiid|71545|ssid|RecName:_Full=Phosphoenolpyruvate-protein_phosphotransferase;_EC=2.7.3.9;_AltName:_Full=Phosphotransferase_system,_enzyme_I;_	1719	12042	50708	71545	RecName:_Full=Phosphoenolpyruvate-protein_phosphotransferase;_EC=2.7.3.9;_AltName:_Full=Phosphotransferase_system,_enzyme_I;_		Phosphoenolpyruvate-protein_phosphotransferase		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/PT1_STAAU"" target=""_blank"">P51183</a>"	P51183	RecName: Full=Phosphoenolpyruvate-protein phosphotransferase; EC=2.7.3.9; AltName: Full=Phosphotransferase system, enzyme I; |Name=ptsI;	virulence protein	RecName: Full=Phosphoenolpyruvate-protein phosphotransferase; EC=2.7.3.9; AltName: Full=Phosphotransferase system, enzyme I; 		Apr 30 2011 03:51PM	virulence factor	Yes	Yes	1719	1069	1692	0.9842936359999928	812720	199977.80326038325	4405850.829225373	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	3309	23	341.33297903747194	7400.20127474002	198.5648510980058	4304.945476870285
ID02409	7703|vfid|47949|vsiid|68786|ssid|hypothetical_protein_MW1011_[Staphylococcus_aureus_subsp._aureus_MW2]	1938	7703	47949	68786	hypothetical_protein_MW1011_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282740"" target=""_blank"">21282740</a>"	NP_645828.1	NP_645828|conserved hypothetical protein|NP_645828	virulence protein	hypothetical protein MW1011 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:33PM	virulence factor	Yes	Yes	1938	823	1935	0.9984518299999964	890337	194319.941876343	4281198.528499486	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	3650	102	376.5081213317536	8162.808900816281	194.27663639409369	4211.975697015625
ID05494	7689|vfid|9274|vsiid|11197|ssid|capsular_polysaccharide_synthesis_enzyme_Cap8K_[Staphylococcus_aureus_subsp._aureus_MW2]	1239	7689	9274	11197	capsular_polysaccharide_synthesis_enzyme_Cap8K_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281863"" target=""_blank"">21281863</a>"	NP_644949.1	NP_644949|capsular polysaccharide synthesis enzyme Cap8K|NP_644949	virulence protein	capsular polysaccharide synthesis enzyme Cap8K [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	1239	606	1238	0.9991925600000016	568046	193922.8219710826	4272449.302158523	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2315	124	238.79898654329028	5177.233590517723	192.7352595183941	4178.558184437226
ID10801	7534|vfid|8955|vsiid|10873|ssid|hypothetical_protein_MW0097_[Staphylococcus_aureus_subsp._aureus_MW2]	765	7534	8955	10873	hypothetical_protein_MW0097_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281826"" target=""_blank"">21281826</a>"	NP_644912.1	NP_644912|SASd0097	virulence protein	hypothetical protein MW0097 [Staphylococcus aureus subsp. aureus MW2]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	765	917	764	0.9986931300000056	336295	185941.22932669177	4096601.253037589	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1409	180	145.34245012505227	3151.0678743151066	189.99013088242128	4119.042972960924
ID02875	7531|vfid|8949|vsiid|10867|ssid|hypothetical_protein_MW0094_[Staphylococcus_aureus_subsp._aureus_MW2]	1779	7531	8949	10867	hypothetical_protein_MW0094_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281823"" target=""_blank"">21281823</a>"	NP_644909.1	NP_644909|SASd0094	virulence protein	hypothetical protein MW0094 [Staphylococcus aureus subsp. aureus MW2]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	1779	1205	1777	0.9988764679999816	750676	178481.54054016471	3932251.632779537	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	3091	160	318.8456446675206	6912.669126691267	179.22745624930894	3885.704961602736
ID08702	7565|vfid|9017|vsiid|10935|ssid|hypothetical_protein_MW2202_[Staphylococcus_aureus_subsp._aureus_MW2]	909	7565	9017	10935	hypothetical_protein_MW2202_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21283931"" target=""_blank"">21283931</a>"	NP_647019.1	NP_647019|SASd2202	virulence protein	hypothetical protein MW2202 [Staphylococcus aureus subsp. aureus MW2]		Nov 27 2007 10:39AM	virulence factor	Yes	Yes	909	855	908	0.998899859999994	382132	177814.12084806868	3917547.242812647	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1572	58	162.1563744475388	3515.59879235156	178.3898508773804	3867.545426129329
ID17887	9870|vfid|30829|vsiid|51649|ssid|RecName:_Full=DNA-binding_protein_HU;_	273	9870	30829	51649	RecName:_Full=DNA-binding_protein_HU;_		DNA-binding_protein_HU		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q99U17"" target=""_blank"">Q99U17</a>"	Q99U17	RecName: Full=DNA-binding protein HU; |Name=hup; OrderedLocusNames=SAV1473;	virulence protein	RecName: Full=DNA-binding protein HU; 		Apr 30 2011 02:15PM	virulence factor	Yes	Yes	273	495	272	0.9963362700000012	113260	175481.2151142478	3866149.365176817	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	498	188	51.370149157044736	1113.720228111372	188.1690445312994	4079.561275133231
ID07129	7705|vfid|47952|vsiid|68789|ssid|hypothetical_protein_MW1014_[Staphylococcus_aureus_subsp._aureus_MW2]	1077	7705	47952	68789	hypothetical_protein_MW1014_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282743"" target=""_blank"">21282743</a>"	NP_645831.1	NP_645831|conserved hypothetical protein|NP_645831	virulence protein	hypothetical protein MW1014 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:33PM	virulence factor	Yes	Yes	1077	733	1076	0.9990720649999986	442602	173825.86191486998	3829679.121243577	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1815	120	187.2225315663377	4059.040590405904	173.83707666326623	3768.839916811424
ID04892	24921|vfid|59751|vsiid|80618|ssid|tetracycline_resistance_protein,_putative_[Staphylococcus_aureus_subsp._aureus_COL]	1353	24921	59751	80618	tetracycline_resistance_protein,_putative_[Staphylococcus_aureus_subsp._aureus_COL]	Staphylococcus_aureus_subsp._aureus_COL			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=YP_185026"" target=""_blank"">YP_185026</a>"	YP_185026.1	YP_185026|YP_185026	antibiotic resistance	tetracycline resistance protein, putative [Staphylococcus aureus subsp. aureus COL]		Feb 8 2010 05:47PM	virulence factor	Yes	Yes	1353	853	1352	0.9992607440000076	548950	171613.60545862405	3780939.3522127145	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2245	32	231.5782828465169	5020.686570502068	171.15911518589573	3710.780909461987
ID12949	2699|vfid|3138|vsiid|3687|ssid|ica_operon_transcriptional_regulator_[Staphylococcus_aureus_subsp._aureus_MW2]	561	2699	3138	3687	ica_operon_transcriptional_regulator_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21284314"" target=""_blank"">21284314</a>"	NP_647402.1	NP_647402|ica operon transcriptional regulator|NP_647402	virulence protein	ica operon transcriptional regulator [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	561	588	560	0.9982168199999976	221665	167128.6813878283	3682128.853676536	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	914	92	94.28175969786923	2044.0568042044056	168.06017771456197	3643.59501640714
