sample-id,absolute-filepath,direction
486B,/data03/bio/rogachev_human/blood/486B_S32_R1_001.fastq.gz,forward
486B,/data03/bio/rogachev_human/blood/486B_S32_R2_001.fastq.gz,reverse
487B,/data03/bio/rogachev_human/blood/487B_S33_R1_001.fastq.gz,forward
487B,/data03/bio/rogachev_human/blood/487B_S33_R2_001.fastq.gz,reverse
488B,/data03/bio/rogachev_human/blood/488B_S34_R1_001.fastq.gz,forward
488B,/data03/bio/rogachev_human/blood/488B_S34_R2_001.fastq.gz,reverse
489B,/data03/bio/rogachev_human/blood/489B_S35_R1_001.fastq.gz,forward
489B,/data03/bio/rogachev_human/blood/489B_S35_R2_001.fastq.gz,reverse
48b,/data03/bio/rogachev_human/blood/48b_S86_R1_001.fastq.gz,forward
48b,/data03/bio/rogachev_human/blood/48b_S86_R2_001.fastq.gz,reverse
490B,/data03/bio/rogachev_human/blood/490B_S36_R1_001.fastq.gz,forward
490B,/data03/bio/rogachev_human/blood/490B_S36_R2_001.fastq.gz,reverse
493B,/data03/bio/rogachev_human/blood/493B_S37_R1_001.fastq.gz,forward
493B,/data03/bio/rogachev_human/blood/493B_S37_R2_001.fastq.gz,reverse
494B,/data03/bio/rogachev_human/blood/494B_S38_R1_001.fastq.gz,forward
494B,/data03/bio/rogachev_human/blood/494B_S38_R2_001.fastq.gz,reverse
496B,/data03/bio/rogachev_human/blood/496B_S39_R1_001.fastq.gz,forward
496B,/data03/bio/rogachev_human/blood/496B_S39_R2_001.fastq.gz,reverse
497B,/data03/bio/rogachev_human/blood/497B_S40_R1_001.fastq.gz,forward
497B,/data03/bio/rogachev_human/blood/497B_S40_R2_001.fastq.gz,reverse
499B,/data03/bio/rogachev_human/blood/499B_S41_R1_001.fastq.gz,forward
499B,/data03/bio/rogachev_human/blood/499B_S41_R2_001.fastq.gz,reverse
49B,/data03/bio/rogachev_human/blood/49B_S19_R1_001.fastq.gz,forward
49B,/data03/bio/rogachev_human/blood/49B_S19_R2_001.fastq.gz,reverse
4b,/data03/bio/rogachev_human/blood/4b_S19_R1_001.fastq.gz,forward
4b,/data03/bio/rogachev_human/blood/4b_S19_R2_001.fastq.gz,reverse
500B,/data03/bio/rogachev_human/blood/500B_S42_R1_001.fastq.gz,forward
500B,/data03/bio/rogachev_human/blood/500B_S42_R2_001.fastq.gz,reverse
52B,/data03/bio/rogachev_human/blood/52B_S20_R1_001.fastq.gz,forward
52B,/data03/bio/rogachev_human/blood/52B_S20_R2_001.fastq.gz,reverse
54B,/data03/bio/rogachev_human/blood/54B_S21_R1_001.fastq.gz,forward
54B,/data03/bio/rogachev_human/blood/54B_S21_R2_001.fastq.gz,reverse
55b,/data03/bio/rogachev_human/blood/55b_S98_R1_001.fastq.gz,forward
55b,/data03/bio/rogachev_human/blood/55b_S98_R2_001.fastq.gz,reverse
56B,/data03/bio/rogachev_human/blood/56B_S22_R1_001.fastq.gz,forward
56B,/data03/bio/rogachev_human/blood/56B_S22_R2_001.fastq.gz,reverse
57b,/data03/bio/rogachev_human/blood/57b_S110_R1_001.fastq.gz,forward
57b,/data03/bio/rogachev_human/blood/57b_S110_R2_001.fastq.gz,reverse
58B,/data03/bio/rogachev_human/blood/58B_S103_R1_001.fastq.gz,forward
58B,/data03/bio/rogachev_human/blood/58B_S103_R2_001.fastq.gz,reverse
59B,/data03/bio/rogachev_human/blood/59B_S104_R1_001.fastq.gz,forward
59B,/data03/bio/rogachev_human/blood/59B_S104_R2_001.fastq.gz,reverse
5b,/data03/bio/rogachev_human/blood/5b_S20_R1_001.fastq.gz,forward
5b,/data03/bio/rogachev_human/blood/5b_S20_R2_001.fastq.gz,reverse
600B,/data03/bio/rogachev_human/blood/600B_S43_R1_001.fastq.gz,forward
600B,/data03/bio/rogachev_human/blood/600B_S43_R2_001.fastq.gz,reverse
602B,/data03/bio/rogachev_human/blood/602B_S44_R1_001.fastq.gz,forward
602B,/data03/bio/rogachev_human/blood/602B_S44_R2_001.fastq.gz,reverse
604B,/data03/bio/rogachev_human/blood/604B_S45_R1_001.fastq.gz,forward
604B,/data03/bio/rogachev_human/blood/604B_S45_R2_001.fastq.gz,reverse
605B,/data03/bio/rogachev_human/blood/605B_S46_R1_001.fastq.gz,forward
605B,/data03/bio/rogachev_human/blood/605B_S46_R2_001.fastq.gz,reverse
606B,/data03/bio/rogachev_human/blood/606B_S47_R1_001.fastq.gz,forward
606B,/data03/bio/rogachev_human/blood/606B_S47_R2_001.fastq.gz,reverse
607B,/data03/bio/rogachev_human/blood/607B_S48_R1_001.fastq.gz,forward
607B,/data03/bio/rogachev_human/blood/607B_S48_R2_001.fastq.gz,reverse
608B,/data03/bio/rogachev_human/blood/608B_S49_R1_001.fastq.gz,forward
608B,/data03/bio/rogachev_human/blood/608B_S49_R2_001.fastq.gz,reverse
609B,/data03/bio/rogachev_human/blood/609B_S50_R1_001.fastq.gz,forward
609B,/data03/bio/rogachev_human/blood/609B_S50_R2_001.fastq.gz,reverse
610B,/data03/bio/rogachev_human/blood/610B_S51_R1_001.fastq.gz,forward
610B,/data03/bio/rogachev_human/blood/610B_S51_R2_001.fastq.gz,reverse
611B,/data03/bio/rogachev_human/blood/611B_S52_R1_001.fastq.gz,forward
611B,/data03/bio/rogachev_human/blood/611B_S52_R2_001.fastq.gz,reverse
612B,/data03/bio/rogachev_human/blood/612B_S53_R1_001.fastq.gz,forward
612B,/data03/bio/rogachev_human/blood/612B_S53_R2_001.fastq.gz,reverse
614B,/data03/bio/rogachev_human/blood/614B_S54_R1_001.fastq.gz,forward
614B,/data03/bio/rogachev_human/blood/614B_S54_R2_001.fastq.gz,reverse
615B,/data03/bio/rogachev_human/blood/615B_S55_R1_001.fastq.gz,forward
615B,/data03/bio/rogachev_human/blood/615B_S55_R2_001.fastq.gz,reverse
616B,/data03/bio/rogachev_human/blood/616B_S56_R1_001.fastq.gz,forward
616B,/data03/bio/rogachev_human/blood/616B_S56_R2_001.fastq.gz,reverse
617B,/data03/bio/rogachev_human/blood/617B_S57_R1_001.fastq.gz,forward
617B,/data03/bio/rogachev_human/blood/617B_S57_R2_001.fastq.gz,reverse
618B,/data03/bio/rogachev_human/blood/618B_S58_R1_001.fastq.gz,forward
618B,/data03/bio/rogachev_human/blood/618B_S58_R2_001.fastq.gz,reverse
619B,/data03/bio/rogachev_human/blood/619B_S59_R1_001.fastq.gz,forward
619B,/data03/bio/rogachev_human/blood/619B_S59_R2_001.fastq.gz,reverse
61b,/data03/bio/rogachev_human/blood/61b_S122_R1_001.fastq.gz,forward
61b,/data03/bio/rogachev_human/blood/61b_S122_R2_001.fastq.gz,reverse
620B,/data03/bio/rogachev_human/blood/620B_S60_R1_001.fastq.gz,forward
620B,/data03/bio/rogachev_human/blood/620B_S60_R2_001.fastq.gz,reverse
621B,/data03/bio/rogachev_human/blood/621B_S61_R1_001.fastq.gz,forward
621B,/data03/bio/rogachev_human/blood/621B_S61_R2_001.fastq.gz,reverse
622B,/data03/bio/rogachev_human/blood/622B_S62_R1_001.fastq.gz,forward
622B,/data03/bio/rogachev_human/blood/622B_S62_R2_001.fastq.gz,reverse
624B,/data03/bio/rogachev_human/blood/624B_S63_R1_001.fastq.gz,forward
624B,/data03/bio/rogachev_human/blood/624B_S63_R2_001.fastq.gz,reverse
625B,/data03/bio/rogachev_human/blood/625B_S64_R1_001.fastq.gz,forward
625B,/data03/bio/rogachev_human/blood/625B_S64_R2_001.fastq.gz,reverse
626B,/data03/bio/rogachev_human/blood/626B_S65_R1_001.fastq.gz,forward
626B,/data03/bio/rogachev_human/blood/626B_S65_R2_001.fastq.gz,reverse
627B,/data03/bio/rogachev_human/blood/627B_S66_R1_001.fastq.gz,forward
627B,/data03/bio/rogachev_human/blood/627B_S66_R2_001.fastq.gz,reverse
628B,/data03/bio/rogachev_human/blood/628B_S67_R1_001.fastq.gz,forward
628B,/data03/bio/rogachev_human/blood/628B_S67_R2_001.fastq.gz,reverse
629B,/data03/bio/rogachev_human/blood/629B_S68_R1_001.fastq.gz,forward
629B,/data03/bio/rogachev_human/blood/629B_S68_R2_001.fastq.gz,reverse
630B,/data03/bio/rogachev_human/blood/630B_S69_R1_001.fastq.gz,forward
630B,/data03/bio/rogachev_human/blood/630B_S69_R2_001.fastq.gz,reverse
631B,/data03/bio/rogachev_human/blood/631B_S70_R1_001.fastq.gz,forward
631B,/data03/bio/rogachev_human/blood/631B_S70_R2_001.fastq.gz,reverse
632B,/data03/bio/rogachev_human/blood/632B_S71_R1_001.fastq.gz,forward
632B,/data03/bio/rogachev_human/blood/632B_S71_R2_001.fastq.gz,reverse
633B,/data03/bio/rogachev_human/blood/633B_S72_R1_001.fastq.gz,forward
633B,/data03/bio/rogachev_human/blood/633B_S72_R2_001.fastq.gz,reverse
634B,/data03/bio/rogachev_human/blood/634B_S73_R1_001.fastq.gz,forward
634B,/data03/bio/rogachev_human/blood/634B_S73_R2_001.fastq.gz,reverse
635B,/data03/bio/rogachev_human/blood/635B_S74_R1_001.fastq.gz,forward
635B,/data03/bio/rogachev_human/blood/635B_S74_R2_001.fastq.gz,reverse
636B,/data03/bio/rogachev_human/blood/636B_S75_R1_001.fastq.gz,forward
636B,/data03/bio/rogachev_human/blood/636B_S75_R2_001.fastq.gz,reverse
637B,/data03/bio/rogachev_human/blood/637B_S76_R1_001.fastq.gz,forward
637B,/data03/bio/rogachev_human/blood/637B_S76_R2_001.fastq.gz,reverse
638B,/data03/bio/rogachev_human/blood/638B_S77_R1_001.fastq.gz,forward
638B,/data03/bio/rogachev_human/blood/638B_S77_R2_001.fastq.gz,reverse
639B,/data03/bio/rogachev_human/blood/639B_S78_R1_001.fastq.gz,forward
639B,/data03/bio/rogachev_human/blood/639B_S78_R2_001.fastq.gz,reverse
63b,/data03/bio/rogachev_human/blood/63b_S133_R1_001.fastq.gz,forward
63b,/data03/bio/rogachev_human/blood/63b_S133_R2_001.fastq.gz,reverse
640B,/data03/bio/rogachev_human/blood/640B_S79_R1_001.fastq.gz,forward
640B,/data03/bio/rogachev_human/blood/640B_S79_R2_001.fastq.gz,reverse
641B,/data03/bio/rogachev_human/blood/641B_S80_R1_001.fastq.gz,forward
641B,/data03/bio/rogachev_human/blood/641B_S80_R2_001.fastq.gz,reverse
642B,/data03/bio/rogachev_human/blood/642B_S81_R1_001.fastq.gz,forward
642B,/data03/bio/rogachev_human/blood/642B_S81_R2_001.fastq.gz,reverse
643B,/data03/bio/rogachev_human/blood/643B_S82_R1_001.fastq.gz,forward
643B,/data03/bio/rogachev_human/blood/643B_S82_R2_001.fastq.gz,reverse
644B,/data03/bio/rogachev_human/blood/644B_S83_R1_001.fastq.gz,forward
644B,/data03/bio/rogachev_human/blood/644B_S83_R2_001.fastq.gz,reverse
645B,/data03/bio/rogachev_human/blood/645B_S84_R1_001.fastq.gz,forward
645B,/data03/bio/rogachev_human/blood/645B_S84_R2_001.fastq.gz,reverse
646B,/data03/bio/rogachev_human/blood/646B_S85_R1_001.fastq.gz,forward
646B,/data03/bio/rogachev_human/blood/646B_S85_R2_001.fastq.gz,reverse
647B,/data03/bio/rogachev_human/blood/647B_S86_R1_001.fastq.gz,forward
647B,/data03/bio/rogachev_human/blood/647B_S86_R2_001.fastq.gz,reverse
648B,/data03/bio/rogachev_human/blood/648B_S87_R1_001.fastq.gz,forward
648B,/data03/bio/rogachev_human/blood/648B_S87_R2_001.fastq.gz,reverse
649B,/data03/bio/rogachev_human/blood/649B_S88_R1_001.fastq.gz,forward
649B,/data03/bio/rogachev_human/blood/649B_S88_R2_001.fastq.gz,reverse
64b,/data03/bio/rogachev_human/blood/64b_S87_R1_001.fastq.gz,forward
64b,/data03/bio/rogachev_human/blood/64b_S87_R2_001.fastq.gz,reverse
650B,/data03/bio/rogachev_human/blood/650B_S89_R1_001.fastq.gz,forward
650B,/data03/bio/rogachev_human/blood/650B_S89_R2_001.fastq.gz,reverse
651B,/data03/bio/rogachev_human/blood/651B_S90_R1_001.fastq.gz,forward
651B,/data03/bio/rogachev_human/blood/651B_S90_R2_001.fastq.gz,reverse
65b,/data03/bio/rogachev_human/blood/65b_S99_R1_001.fastq.gz,forward
65b,/data03/bio/rogachev_human/blood/65b_S99_R2_001.fastq.gz,reverse
66b,/data03/bio/rogachev_human/blood/66b_S111_R1_001.fastq.gz,forward
66b,/data03/bio/rogachev_human/blood/66b_S111_R2_001.fastq.gz,reverse
6b,/data03/bio/rogachev_human/blood/6b_S83_R1_001.fastq.gz,forward
6b,/data03/bio/rogachev_human/blood/6b_S83_R2_001.fastq.gz,reverse
700B,/data03/bio/rogachev_human/blood/700B_S91_R1_001.fastq.gz,forward
700B,/data03/bio/rogachev_human/blood/700B_S91_R2_001.fastq.gz,reverse
701B,/data03/bio/rogachev_human/blood/701B_S92_R1_001.fastq.gz,forward
701B,/data03/bio/rogachev_human/blood/701B_S92_R2_001.fastq.gz,reverse
702B,/data03/bio/rogachev_human/blood/702B_S93_R1_001.fastq.gz,forward
702B,/data03/bio/rogachev_human/blood/702B_S93_R2_001.fastq.gz,reverse
703B,/data03/bio/rogachev_human/blood/703B_S94_R1_001.fastq.gz,forward
703B,/data03/bio/rogachev_human/blood/703B_S94_R2_001.fastq.gz,reverse
704B,/data03/bio/rogachev_human/blood/704B_S1_R1_001.fastq.gz,forward
704B,/data03/bio/rogachev_human/blood/704B_S1_R2_001.fastq.gz,reverse
705B,/data03/bio/rogachev_human/blood/705B_S2_R1_001.fastq.gz,forward
705B,/data03/bio/rogachev_human/blood/705B_S2_R2_001.fastq.gz,reverse
706B,/data03/bio/rogachev_human/blood/706B_S125_R1_001.fastq.gz,forward
706B,/data03/bio/rogachev_human/blood/706B_S125_R2_001.fastq.gz,reverse
707B,/data03/bio/rogachev_human/blood/707B_S3_R1_001.fastq.gz,forward
707B,/data03/bio/rogachev_human/blood/707B_S3_R2_001.fastq.gz,reverse
708B,/data03/bio/rogachev_human/blood/708B_S4_R1_001.fastq.gz,forward
708B,/data03/bio/rogachev_human/blood/708B_S4_R2_001.fastq.gz,reverse
709B,/data03/bio/rogachev_human/blood/709B_S5_R1_001.fastq.gz,forward
709B,/data03/bio/rogachev_human/blood/709B_S5_R2_001.fastq.gz,reverse
70B,/data03/bio/rogachev_human/blood/70B_S162_R1_001.fastq.gz,forward
70B,/data03/bio/rogachev_human/blood/70B_S162_R2_001.fastq.gz,reverse
710B,/data03/bio/rogachev_human/blood/710B_S6_R1_001.fastq.gz,forward
710B,/data03/bio/rogachev_human/blood/710B_S6_R2_001.fastq.gz,reverse
711B,/data03/bio/rogachev_human/blood/711B_S7_R1_001.fastq.gz,forward
711B,/data03/bio/rogachev_human/blood/711B_S7_R2_001.fastq.gz,reverse
713B,/data03/bio/rogachev_human/blood/713B_S8_R1_001.fastq.gz,forward
713B,/data03/bio/rogachev_human/blood/713B_S8_R2_001.fastq.gz,reverse
714B,/data03/bio/rogachev_human/blood/714B_S9_R1_001.fastq.gz,forward
714B,/data03/bio/rogachev_human/blood/714B_S9_R2_001.fastq.gz,reverse
715B,/data03/bio/rogachev_human/blood/715B_S10_R1_001.fastq.gz,forward
715B,/data03/bio/rogachev_human/blood/715B_S10_R2_001.fastq.gz,reverse
716B,/data03/bio/rogachev_human/blood/716B_S126_R1_001.fastq.gz,forward
716B,/data03/bio/rogachev_human/blood/716B_S126_R2_001.fastq.gz,reverse
717B,/data03/bio/rogachev_human/blood/717B_S141_R1_001.fastq.gz,forward
717B,/data03/bio/rogachev_human/blood/717B_S141_R2_001.fastq.gz,reverse
71b,/data03/bio/rogachev_human/blood/71b_S123_R1_001.fastq.gz,forward
71b,/data03/bio/rogachev_human/blood/71b_S123_R2_001.fastq.gz,reverse
72b,/data03/bio/rogachev_human/blood/72b_S134_R1_001.fastq.gz,forward
72b,/data03/bio/rogachev_human/blood/72b_S134_R2_001.fastq.gz,reverse
73b,/data03/bio/rogachev_human/blood/73b_S88_R1_001.fastq.gz,forward
73b,/data03/bio/rogachev_human/blood/73b_S88_R2_001.fastq.gz,reverse
74b,/data03/bio/rogachev_human/blood/74b_S100_R1_001.fastq.gz,forward
74b,/data03/bio/rogachev_human/blood/74b_S100_R2_001.fastq.gz,reverse
752B,/data03/bio/rogachev_human/blood/752B_S165_R1_001.fastq.gz,forward
752B,/data03/bio/rogachev_human/blood/752B_S165_R2_001.fastq.gz,reverse
753B,/data03/bio/rogachev_human/blood/753B_S166_R1_001.fastq.gz,forward
753B,/data03/bio/rogachev_human/blood/753B_S166_R2_001.fastq.gz,reverse
754B,/data03/bio/rogachev_human/blood/754B_S167_R1_001.fastq.gz,forward
754B,/data03/bio/rogachev_human/blood/754B_S167_R2_001.fastq.gz,reverse
755B,/data03/bio/rogachev_human/blood/755B_S168_R1_001.fastq.gz,forward
755B,/data03/bio/rogachev_human/blood/755B_S168_R2_001.fastq.gz,reverse
756B,/data03/bio/rogachev_human/blood/756B_S151_R1_001.fastq.gz,forward
756B,/data03/bio/rogachev_human/blood/756B_S151_R2_001.fastq.gz,reverse
75b,/data03/bio/rogachev_human/blood/75b_S112_R1_001.fastq.gz,forward
75b,/data03/bio/rogachev_human/blood/75b_S112_R2_001.fastq.gz,reverse
76b,/data03/bio/rogachev_human/blood/76b_S21_R1_001.fastq.gz,forward
76b,/data03/bio/rogachev_human/blood/76b_S21_R2_001.fastq.gz,reverse
77B,/data03/bio/rogachev_human/blood/77B_S163_R1_001.fastq.gz,forward
77B,/data03/bio/rogachev_human/blood/77B_S163_R2_001.fastq.gz,reverse
78b,/data03/bio/rogachev_human/blood/78b_S22_R1_001.fastq.gz,forward
78b,/data03/bio/rogachev_human/blood/78b_S22_R2_001.fastq.gz,reverse
7b,/data03/bio/rogachev_human/blood/7b_S95_R1_001.fastq.gz,forward
7b,/data03/bio/rogachev_human/blood/7b_S95_R2_001.fastq.gz,reverse
80B,/data03/bio/rogachev_human/blood/80B_S105_R1_001.fastq.gz,forward
80B,/data03/bio/rogachev_human/blood/80B_S105_R2_001.fastq.gz,reverse
81b,/data03/bio/rogachev_human/blood/81b_S124_R1_001.fastq.gz,forward
81b,/data03/bio/rogachev_human/blood/81b_S124_R2_001.fastq.gz,reverse
82b,/data03/bio/rogachev_human/blood/82b_S135_R1_001.fastq.gz,forward
82b,/data03/bio/rogachev_human/blood/82b_S135_R2_001.fastq.gz,reverse
83b,/data03/bio/rogachev_human/blood/83b_S89_R1_001.fastq.gz,forward
83b,/data03/bio/rogachev_human/blood/83b_S89_R2_001.fastq.gz,reverse
84b,/data03/bio/rogachev_human/blood/84b_S101_R1_001.fastq.gz,forward
84b,/data03/bio/rogachev_human/blood/84b_S101_R2_001.fastq.gz,reverse
85B,/data03/bio/rogachev_human/blood/85B_S106_R1_001.fastq.gz,forward
85B,/data03/bio/rogachev_human/blood/85B_S106_R2_001.fastq.gz,reverse
86B,/data03/bio/rogachev_human/blood/86B_S107_R1_001.fastq.gz,forward
86B,/data03/bio/rogachev_human/blood/86B_S107_R2_001.fastq.gz,reverse
87B,/data03/bio/rogachev_human/blood/87B_S108_R1_001.fastq.gz,forward
87B,/data03/bio/rogachev_human/blood/87B_S108_R2_001.fastq.gz,reverse
89b,/data03/bio/rogachev_human/blood/89b_S23_R1_001.fastq.gz,forward
89b,/data03/bio/rogachev_human/blood/89b_S23_R2_001.fastq.gz,reverse
8b,/data03/bio/rogachev_human/blood/8b_S107_R1_001.fastq.gz,forward
8b,/data03/bio/rogachev_human/blood/8b_S107_R2_001.fastq.gz,reverse
90b,/data03/bio/rogachev_human/blood/90b_S24_R1_001.fastq.gz,forward
90b,/data03/bio/rogachev_human/blood/90b_S24_R2_001.fastq.gz,reverse
91b,/data03/bio/rogachev_human/blood/91b_S25_R1_001.fastq.gz,forward
91b,/data03/bio/rogachev_human/blood/91b_S25_R2_001.fastq.gz,reverse
92b,/data03/bio/rogachev_human/blood/92b_S26_R1_001.fastq.gz,forward
92b,/data03/bio/rogachev_human/blood/92b_S26_R2_001.fastq.gz,reverse
93b,/data03/bio/rogachev_human/blood/93b_S27_R1_001.fastq.gz,forward
93b,/data03/bio/rogachev_human/blood/93b_S27_R2_001.fastq.gz,reverse
96b,/data03/bio/rogachev_human/blood/96b_S28_R1_001.fastq.gz,forward
96b,/data03/bio/rogachev_human/blood/96b_S28_R2_001.fastq.gz,reverse
98b,/data03/bio/rogachev_human/blood/98b_S29_R1_001.fastq.gz,forward
98b,/data03/bio/rogachev_human/blood/98b_S29_R2_001.fastq.gz,reverse
99b,/data03/bio/rogachev_human/blood/99b_S30_R1_001.fastq.gz,forward
99b,/data03/bio/rogachev_human/blood/99b_S30_R2_001.fastq.gz,reverse
9B,/data03/bio/rogachev_human/blood/9B_S95_R1_001.fastq.gz,forward
9B,/data03/bio/rogachev_human/blood/9B_S95_R2_001.fastq.gz,reverse
KIb,/data03/bio/rogachev_human/blood/KIb_S111_R1_001.fastq.gz,forward
KIb,/data03/bio/rogachev_human/blood/KIb_S111_R2_001.fastq.gz,reverse
KIIb,/data03/bio/rogachev_human/blood/KIIb_S82_R1_001.fastq.gz,forward
KIIb,/data03/bio/rogachev_human/blood/KIIb_S82_R2_001.fastq.gz,reverse
002,/data03/bio/rogachev_human/stool/002_S20_R1_001.fastq.gz,forward
002,/data03/bio/rogachev_human/stool/002_S20_R2_001.fastq.gz,reverse
004,/data03/bio/rogachev_human/stool/004_S21_R1_001.fastq.gz,forward
004,/data03/bio/rogachev_human/stool/004_S21_R2_001.fastq.gz,reverse
005,/data03/bio/rogachev_human/stool/005_S22_R1_001.fastq.gz,forward
005,/data03/bio/rogachev_human/stool/005_S22_R2_001.fastq.gz,reverse
006,/data03/bio/rogachev_human/stool/006_S23_R1_001.fastq.gz,forward
006,/data03/bio/rogachev_human/stool/006_S23_R2_001.fastq.gz,reverse
007,/data03/bio/rogachev_human/stool/007_S24_R1_001.fastq.gz,forward
007,/data03/bio/rogachev_human/stool/007_S24_R2_001.fastq.gz,reverse
010,/data03/bio/rogachev_human/stool/010_S25_R1_001.fastq.gz,forward
010,/data03/bio/rogachev_human/stool/010_S25_R2_001.fastq.gz,reverse
011,/data03/bio/rogachev_human/stool/011_S26_R1_001.fastq.gz,forward
011,/data03/bio/rogachev_human/stool/011_S26_R2_001.fastq.gz,reverse
012,/data03/bio/rogachev_human/stool/012_S27_R1_001.fastq.gz,forward
012,/data03/bio/rogachev_human/stool/012_S27_R2_001.fastq.gz,reverse
013,/data03/bio/rogachev_human/stool/013_S28_R1_001.fastq.gz,forward
013,/data03/bio/rogachev_human/stool/013_S28_R2_001.fastq.gz,reverse
014,/data03/bio/rogachev_human/stool/014_S29_R1_001.fastq.gz,forward
014,/data03/bio/rogachev_human/stool/014_S29_R2_001.fastq.gz,reverse
015,/data03/bio/rogachev_human/stool/015_S30_R1_001.fastq.gz,forward
015,/data03/bio/rogachev_human/stool/015_S30_R2_001.fastq.gz,reverse
017,/data03/bio/rogachev_human/stool/017_S31_R1_001.fastq.gz,forward
017,/data03/bio/rogachev_human/stool/017_S31_R2_001.fastq.gz,reverse
019,/data03/bio/rogachev_human/stool/019_S32_R1_001.fastq.gz,forward
019,/data03/bio/rogachev_human/stool/019_S32_R2_001.fastq.gz,reverse
020,/data03/bio/rogachev_human/stool/020_S33_R1_001.fastq.gz,forward
020,/data03/bio/rogachev_human/stool/020_S33_R2_001.fastq.gz,reverse
022,/data03/bio/rogachev_human/stool/022_S34_R1_001.fastq.gz,forward
022,/data03/bio/rogachev_human/stool/022_S34_R2_001.fastq.gz,reverse
023,/data03/bio/rogachev_human/stool/023_S35_R1_001.fastq.gz,forward
023,/data03/bio/rogachev_human/stool/023_S35_R2_001.fastq.gz,reverse
025,/data03/bio/rogachev_human/stool/025_S36_R1_001.fastq.gz,forward
025,/data03/bio/rogachev_human/stool/025_S36_R2_001.fastq.gz,reverse
026,/data03/bio/rogachev_human/stool/026_S37_R1_001.fastq.gz,forward
026,/data03/bio/rogachev_human/stool/026_S37_R2_001.fastq.gz,reverse
027,/data03/bio/rogachev_human/stool/027_S38_R1_001.fastq.gz,forward
027,/data03/bio/rogachev_human/stool/027_S38_R2_001.fastq.gz,reverse
031,/data03/bio/rogachev_human/stool/031_S39_R1_001.fastq.gz,forward
031,/data03/bio/rogachev_human/stool/031_S39_R2_001.fastq.gz,reverse
036,/data03/bio/rogachev_human/stool/036_S40_R1_001.fastq.gz,forward
036,/data03/bio/rogachev_human/stool/036_S40_R2_001.fastq.gz,reverse
037,/data03/bio/rogachev_human/stool/037_S41_R1_001.fastq.gz,forward
037,/data03/bio/rogachev_human/stool/037_S41_R2_001.fastq.gz,reverse
038,/data03/bio/rogachev_human/stool/038_S42_R1_001.fastq.gz,forward
038,/data03/bio/rogachev_human/stool/038_S42_R2_001.fastq.gz,reverse
039,/data03/bio/rogachev_human/stool/039_S43_R1_001.fastq.gz,forward
039,/data03/bio/rogachev_human/stool/039_S43_R2_001.fastq.gz,reverse
042,/data03/bio/rogachev_human/stool/042_S44_R1_001.fastq.gz,forward
042,/data03/bio/rogachev_human/stool/042_S44_R2_001.fastq.gz,reverse
043,/data03/bio/rogachev_human/stool/043_S45_R1_001.fastq.gz,forward
043,/data03/bio/rogachev_human/stool/043_S45_R2_001.fastq.gz,reverse
045,/data03/bio/rogachev_human/stool/045_S46_R1_001.fastq.gz,forward
045,/data03/bio/rogachev_human/stool/045_S46_R2_001.fastq.gz,reverse
047,/data03/bio/rogachev_human/stool/047_S47_R1_001.fastq.gz,forward
047,/data03/bio/rogachev_human/stool/047_S47_R2_001.fastq.gz,reverse
048,/data03/bio/rogachev_human/stool/048_S48_R1_001.fastq.gz,forward
048,/data03/bio/rogachev_human/stool/048_S48_R2_001.fastq.gz,reverse
049,/data03/bio/rogachev_human/stool/049_S49_R1_001.fastq.gz,forward
049,/data03/bio/rogachev_human/stool/049_S49_R2_001.fastq.gz,reverse
051,/data03/bio/rogachev_human/stool/051_S51_R1_001.fastq.gz,forward
051,/data03/bio/rogachev_human/stool/051_S51_R2_001.fastq.gz,reverse
052,/data03/bio/rogachev_human/stool/052_S52_R1_001.fastq.gz,forward
052,/data03/bio/rogachev_human/stool/052_S52_R2_001.fastq.gz,reverse
053,/data03/bio/rogachev_human/stool/053_S53_R1_001.fastq.gz,forward
053,/data03/bio/rogachev_human/stool/053_S53_R2_001.fastq.gz,reverse
057,/data03/bio/rogachev_human/stool/057_S1_R1_001.fastq.gz,forward
057,/data03/bio/rogachev_human/stool/057_S1_R2_001.fastq.gz,reverse
058,/data03/bio/rogachev_human/stool/058_S2_R1_001.fastq.gz,forward
058,/data03/bio/rogachev_human/stool/058_S2_R2_001.fastq.gz,reverse
061,/data03/bio/rogachev_human/stool/061_S3_R1_001.fastq.gz,forward
061,/data03/bio/rogachev_human/stool/061_S3_R2_001.fastq.gz,reverse
1,/data03/bio/rogachev_human/stool/1_S95_R1_001.fastq.gz,forward
1,/data03/bio/rogachev_human/stool/1_S95_R2_001.fastq.gz,reverse
10,/data03/bio/rogachev_human/stool/10_S97_R1_001.fastq.gz,forward
10,/data03/bio/rogachev_human/stool/10_S97_R2_001.fastq.gz,reverse
100,/data03/bio/rogachev_human/stool/100_S114_R1_001.fastq.gz,forward
100,/data03/bio/rogachev_human/stool/100_S114_R2_001.fastq.gz,reverse
1002,/data03/bio/rogachev_human/stool/1002_S154_R1_001.fastq.gz,forward
1002,/data03/bio/rogachev_human/stool/1002_S154_R2_001.fastq.gz,reverse
1003,/data03/bio/rogachev_human/stool/1003_S155_R1_001.fastq.gz,forward
1003,/data03/bio/rogachev_human/stool/1003_S155_R2_001.fastq.gz,reverse
1004,/data03/bio/rogachev_human/stool/1004_S156_R1_001.fastq.gz,forward
1004,/data03/bio/rogachev_human/stool/1004_S156_R2_001.fastq.gz,reverse
